white,black,time_class,white_rating,black_rating,result,time_control,end_time,pgn
RoseAtwell,Hikaru,blitz,1809,2847,resigned,180+1,2025-05-02 15:08:15,"[Event ""Live Chess - Chess960""]
[Site ""Chess.com""]
[Date ""2025.05.02""]
[Round ""-""]
[White ""RoseAtwell""]
[Black ""Hikaru""]
[Result ""1-0""]
[Variant ""Chess960""]
[SetUp ""1""]
[FEN ""nrqbbknr/pppppppp/8/8/8/8/PPPPPPPP/NRQBBKNR w HBhb - 0 1""]
[Tournament ""https://www.chess.com/tournament/live/freestyle-friday-may-02-2025-5622085""]
[CurrentPosition ""Q7/2k5/r4p2/6p1/4B1P1/7P/2K5/8 w - - 0 70""]
[Timezone ""UTC""]
[ECO ""A06""]
[ECOUrl ""https://www.chess.com/openings/Reti-Opening-Santasieres-Folly""]
[UTCDate ""2025.05.02""]
[UTCTime ""15:00:00""]
[WhiteElo ""1809""]
[BlackElo ""2847""]
[TimeControl ""180+1""]
[Termination ""RoseAtwell won by resignation""]
[StartTime ""15:00:00""]
[EndDate ""2025.05.02""]
[EndTime ""15:08:15""]
[Link ""https://www.chess.com/game/live/140511662103""]

1. b4 {[%clk 0:02:58.6]} 1... d5 {[%clk 0:02:51.9]} 2. Nf3 {[%clk 0:02:57.7]} 2... f6 {[%clk 0:02:47.6]} 3. Qa3 {[%clk 0:02:56.9]} 3... Nb6 {[%clk 0:02:46.1]} 4. d3 {[%clk 0:02:56.1]} 4... e5 {[%clk 0:02:45.5]} 5. Nb3 {[%clk 0:02:52.9]} 5... Be7 {[%clk 0:02:44.8]} 6. Nc5 {[%clk 0:02:49.9]} 6... Nd7 {[%clk 0:02:42.5]} 7. O-O {[%clk 0:02:39.2]} 7... Nh6 {[%clk 0:02:35.2]} 8. Nxd7+ {[%clk 0:02:34]} 8... Bxd7 {[%clk 0:02:35.1]} 9. c4 {[%clk 0:02:29.5]} 9... d4 {[%clk 0:02:35.5]} 10. Bd2 {[%clk 0:02:26.8]} 10... Nf7 {[%clk 0:02:34.6]} 11. Ba4 {[%clk 0:02:24.2]} 11... Be6 {[%clk 0:02:29]} 12. e3 {[%clk 0:02:21.4]} 12... dxe3 {[%clk 0:02:24.6]} 13. Bxe3 {[%clk 0:02:20.5]} 13... b6 {[%clk 0:02:22.8]} 14. Qc3 {[%clk 0:02:16.5]} 14... O-O {[%clk 0:02:17.2]} 15. d4 {[%clk 0:02:16.3]} 15... Bg4 {[%clk 0:02:15.3]} 16. Nd2 {[%clk 0:02:14.7]} 16... exd4 {[%clk 0:02:08]} 17. Bxd4 {[%clk 0:02:15]} 17... c5 {[%clk 0:02:07.3]} 18. bxc5 {[%clk 0:02:15]} 18... Bxc5 {[%clk 0:02:08.2]} 19. Ne4 {[%clk 0:02:04.3]} 19... Bxd4 {[%clk 0:02:07.1]} 20. Qxd4 {[%clk 0:02:05.2]} 20... Rd8 {[%clk 0:02:06.5]} 21. Qc3 {[%clk 0:01:57.3]} 21... Bf5 {[%clk 0:02:01.5]} 22. Rbe1 {[%clk 0:01:57.2]} 22... Qc7 {[%clk 0:01:58.9]} 23. Bb3 {[%clk 0:01:53.8]} 23... Rbc8 {[%clk 0:01:57.2]} 24. c5 {[%clk 0:01:46.4]} 24... Bxe4 {[%clk 0:01:44.2]} 25. Rxe4 {[%clk 0:01:46.7]} 25... Kh8 {[%clk 0:01:44.8]} 26. Qe3 {[%clk 0:01:32.4]} 26... Ne5 {[%clk 0:01:41.4]} 27. cxb6 {[%clk 0:01:31.7]} 27... axb6 {[%clk 0:01:40]} 28. h3 {[%clk 0:01:31.8]} 28... Rd3 {[%clk 0:01:36.5]} 29. Qf4 {[%clk 0:01:30.1]} 29... Rcd8 {[%clk 0:01:36.2]} 30. Rc1 {[%clk 0:01:26.5]} 30... Qd6 {[%clk 0:01:35.2]} 31. Re3 {[%clk 0:01:16.9]} 31... Rd4 {[%clk 0:01:31]} 32. Qg3 {[%clk 0:01:16.1]} 32... h5 {[%clk 0:01:25.6]} 33. Rec3 {[%clk 0:01:15.7]} 33... Nd3 {[%clk 0:01:21.5]} 34. Qxd6 {[%clk 0:01:10.6]} 34... R4xd6 {[%clk 0:01:20.4]} 35. Rd1 {[%clk 0:01:08.4]} 35... Nc5 {[%clk 0:01:19.1]} 36. Rxd6 {[%clk 0:01:08]} 36... Rxd6 {[%clk 0:01:20]} 37. Kf1 {[%clk 0:01:05.4]} 37... g5 {[%clk 0:01:16.4]} 38. Ke2 {[%clk 0:01:05]} 38... Kg7 {[%clk 0:01:15.9]} 39. Re3 {[%clk 0:01:04.3]} 39... Kf8 {[%clk 0:01:16.1]} 40. Bc4 {[%clk 0:00:52.7]} 40... Rd4 {[%clk 0:01:15.9]} 41. Bb3 {[%clk 0:00:53.2]} 41... h4 {[%clk 0:01:14.7]} 42. g3 {[%clk 0:00:52.7]} 42... Rb4 {[%clk 0:01:07.9]} 43. Kd2 {[%clk 0:00:47.8]} 43... Ne4+ {[%clk 0:01:04.9]} 44. Ke2 {[%clk 0:00:46.4]} 44... Nc5 {[%clk 0:00:57.4]} 45. Kd2 {[%clk 0:00:45.9]} 45... hxg3 {[%clk 0:00:49.9]} 46. fxg3 {[%clk 0:00:46.1]} 46... Ne4+ {[%clk 0:00:49.1]} 47. Kd3 {[%clk 0:00:39.2]} 47... Nc5+ {[%clk 0:00:36.5]} 48. Ke2 {[%clk 0:00:35.5]} 48... Nd7 {[%clk 0:00:27.5]} 49. Re6 {[%clk 0:00:33.1]} 49... Rb5 {[%clk 0:00:22.1]} 50. Kf3 {[%clk 0:00:28.2]} 50... Ne5+ {[%clk 0:00:19.7]} 51. Ke4 {[%clk 0:00:26.2]} 51... Kg7 {[%clk 0:00:19.9]} 52. Re7+ {[%clk 0:00:25.9]} 52... Kg6 {[%clk 0:00:20.5]} 53. g4 {[%clk 0:00:22.5]} 53... Nc6 {[%clk 0:00:16.8]} 54. Rc7 {[%clk 0:00:21.7]} 54... Re5+ {[%clk 0:00:16.8]} 55. Kd3 {[%clk 0:00:19.9]} 55... Ne7 {[%clk 0:00:17.1]} 56. Rb7 {[%clk 0:00:19.4]} 56... b5 {[%clk 0:00:16.4]} 57. Kd2 {[%clk 0:00:14.6]} 57... Kg7 {[%clk 0:00:15.9]} 58. Bc2 {[%clk 0:00:14.1]} 58... Kf8 {[%clk 0:00:16.3]} 59. Bd3 {[%clk 0:00:14]} 59... Re6 {[%clk 0:00:15.8]} 60. Rxb5 {[%clk 0:00:14.2]} 60... Rd6 {[%clk 0:00:15.9]} 61. a4 {[%clk 0:00:14.3]} 61... Nd5 {[%clk 0:00:16.2]} 62. Kc2 {[%clk 0:00:08.3]} 62... Ke7 {[%clk 0:00:12.8]} 63. a5 {[%clk 0:00:07.9]} 63... Kd7 {[%clk 0:00:12.7]} 64. a6 {[%clk 0:00:07]} 64... Nc7 {[%clk 0:00:11.9]} 65. Rb7 {[%clk 0:00:06.7]} 65... Kc6 {[%clk 0:00:11]} 66. Be4+ {[%clk 0:00:06.8]} 66... Kd7 {[%clk 0:00:10.7]} 67. a7 {[%clk 0:00:06.5]} 67... Ra6 {[%clk 0:00:10.4]} 68. Rxc7+ {[%clk 0:00:07]} 68... Kd6 {[%clk 0:00:10.9]} 69. a8=Q {[%clk 0:00:06.8]} 69... Kxc7 {[%clk 0:00:11.8]} 1-0
"
Hikaru,Likvidator228,blitz,2847,1506,win,180+1,2025-05-02 15:14:43,"[Event ""Live Chess - Chess960""]
[Site ""Chess.com""]
[Date ""2025.05.02""]
[Round ""-""]
[White ""Hikaru""]
[Black ""Likvidator228""]
[Result ""1-0""]
[Variant ""Chess960""]
[SetUp ""1""]
[FEN ""nnqrkbbr/pppppppp/8/8/8/8/PPPPPPPP/NNQRKBBR w HDhd - 0 1""]
[Tournament ""https://www.chess.com/tournament/live/freestyle-friday-may-02-2025-5622085""]
[CurrentPosition ""3r4/np2k2p/3pbpp1/PPN1p3/4P3/5P2/3RBKPP/3R4 b - - 0 23""]
[Timezone ""UTC""]
[ECO ""A35""]
[ECOUrl ""https://www.chess.com/openings/English-Opening-Symmetrical-Two-Knights-Variation""]
[UTCDate ""2025.05.02""]
[UTCTime ""15:10:27""]
[WhiteElo ""2847""]
[BlackElo ""1506""]
[TimeControl ""180+1""]
[Termination ""Hikaru won by resignation""]
[StartTime ""15:10:27""]
[EndDate ""2025.05.02""]
[EndTime ""15:14:43""]
[Link ""https://www.chess.com/game/live/140512263579""]

1. c4 {[%clk 0:03:00.9]} 1... c5 {[%clk 0:02:51.7]} 2. Nc3 {[%clk 0:03:01.1]} 2... Nc6 {[%clk 0:02:40.7]} 3. Nc2 {[%clk 0:02:59.5]} 3... g6 {[%clk 0:02:38.8]} 4. f3 {[%clk 0:02:56.4]} 4... d6 {[%clk 0:02:29]} 5. d4 {[%clk 0:02:56]} 5... cxd4 {[%clk 0:02:26.9]} 6. Nxd4 {[%clk 0:02:56.9]} 6... Bg7 {[%clk 0:02:26.9]} 7. e4 {[%clk 0:02:55.1]} 7... Nb6 {[%clk 0:02:15.1]} 8. b3 {[%clk 0:02:51.2]} 8... Nxd4 {[%clk 0:02:13.2]} 9. Bxd4 {[%clk 0:02:50.1]} 9... Bxd4 {[%clk 0:02:14.1]} 10. Rxd4 {[%clk 0:02:50.1]} 10... Qc5 {[%clk 0:02:14.6]} 11. Qd2 {[%clk 0:02:48.7]} 11... f6 {[%clk 0:02:14.2]} 12. Qf2 {[%clk 0:02:38.7]} 12... e5 {[%clk 0:02:12.5]} 13. Rd2 {[%clk 0:02:38.8]} 13... Qxf2+ {[%clk 0:02:12.4]} 14. Kxf2 {[%clk 0:02:39.1]} 14... a6 {[%clk 0:02:07.1]} 15. a4 {[%clk 0:02:29.4]} 15... Be6 {[%clk 0:02:05.3]} 16. a5 {[%clk 0:02:29.5]} 16... Nc8 {[%clk 0:01:55]} 17. b4 {[%clk 0:02:28.8]} 17... Ke7 {[%clk 0:01:07.4]} 18. Be2 {[%clk 0:02:26.3]} 18... Na7 {[%clk 0:01:06.2]} 19. b5 {[%clk 0:02:20.1]} 19... Rc8 {[%clk 0:01:06]} 20. Rhd1 {[%clk 0:02:19]} 20... Rhd8 {[%clk 0:01:03.8]} 21. Na4 {[%clk 0:02:19.3]} 21... axb5 {[%clk 0:00:29.6]} 22. cxb5 {[%clk 0:02:19.4]} 22... Rc5 {[%clk 0:00:28.8]} 23. Nxc5 {[%clk 0:02:19.5]} 1-0
"
Dr_Tyger,Hikaru,blitz,1722,2831,resigned,180+1,2025-05-02 15:30:01,"[Event ""Live Chess - Chess960""]
[Site ""Chess.com""]
[Date ""2025.05.02""]
[Round ""-""]
[White ""Dr_Tyger""]
[Black ""Hikaru""]
[Result ""1-0""]
[Variant ""Chess960""]
[SetUp ""1""]
[FEN ""qnbrknrb/pppppppp/8/8/8/8/PPPPPPPP/QNBRKNRB w GDgd - 0 1""]
[Tournament ""https://www.chess.com/tournament/live/freestyle-friday-may-02-2025-5622085""]
[CurrentPosition ""7k/3qbQ2/4pp2/3p3p/3P1N1P/4PPP1/3n2K1/8 b - - 2 61""]
[Timezone ""UTC""]
[ECO ""A30""]
[ECOUrl ""https://www.chess.com/openings/English-Opening-Symmetrical-Variation-2.b3""]
[UTCDate ""2025.05.02""]
[UTCTime ""15:21:34""]
[WhiteElo ""1722""]
[BlackElo ""2831""]
[TimeControl ""180+1""]
[Termination ""Dr_Tyger won by resignation""]
[StartTime ""15:21:34""]
[EndDate ""2025.05.02""]
[EndTime ""15:30:01""]
[Link ""https://www.chess.com/game/live/140512866239""]

1. b3 {[%clk 0:02:54.6]} 1... c5 {[%clk 0:02:54.6]} 2. c4 {[%clk 0:02:53.2]} 2... Nc6 {[%clk 0:02:41.8]} 3. Bb2 {[%clk 0:02:51.8]} 3... b6 {[%clk 0:02:36.7]} 4. g3 {[%clk 0:02:42.7]} 4... Bb7 {[%clk 0:02:36.9]} 5. Ne3 {[%clk 0:02:35.3]} 5... Ne6 {[%clk 0:02:37]} 6. Nc3 {[%clk 0:02:30.3]} 6... Ned4 {[%clk 0:02:27.2]} 7. Nb5 {[%clk 0:01:51.9]} 7... Nxb5 {[%clk 0:01:50.5]} 8. cxb5 {[%clk 0:01:52.8]} 8... Na5 {[%clk 0:01:33.9]} 9. Bxb7 {[%clk 0:01:51.1]} 9... Nxb7 {[%clk 0:01:33.6]} 10. O-O {[%clk 0:01:49.2]} 10... Nd6 {[%clk 0:01:23.4]} 11. a4 {[%clk 0:01:44.6]} 11... O-O {[%clk 0:01:18.1]} 12. d3 {[%clk 0:01:27.7]} 12... f6 {[%clk 0:01:12.4]} 13. b4 {[%clk 0:01:15.7]} 13... cxb4 {[%clk 0:01:10.8]} 14. Qa2+ {[%clk 0:01:15.9]} 14... e6 {[%clk 0:01:09.6]} 15. Qb3 {[%clk 0:01:15.6]} 15... Nf7 {[%clk 0:00:46.9]} 16. Qxb4 {[%clk 0:01:06.6]} 16... h5 {[%clk 0:00:43.4]} 17. h4 {[%clk 0:01:05.6]} 17... g6 {[%clk 0:00:40]} 18. Rc1 {[%clk 0:01:02.6]} 18... Qb8 {[%clk 0:00:40.2]} 19. Rc2 {[%clk 0:00:55.5]} 19... Rc8 {[%clk 0:00:24.3]} 20. Rfc1 {[%clk 0:00:55.1]} 20... Rxc2 {[%clk 0:00:24.7]} 21. Rxc2 {[%clk 0:00:56]} 21... Re8 {[%clk 0:00:25.4]} 22. a5 {[%clk 0:00:50.6]} 22... Bg7 {[%clk 0:00:24]} 23. axb6 {[%clk 0:00:46.7]} 23... Qxb6 {[%clk 0:00:24.9]} 24. Bd4 {[%clk 0:00:44.9]} 24... Qb7 {[%clk 0:00:24]} 25. Qa5 {[%clk 0:00:44.3]} 25... Nd6 {[%clk 0:00:22.2]} 26. Rc7 {[%clk 0:00:39.5]} 26... Qxb5 {[%clk 0:00:20.5]} 27. Qxa7 {[%clk 0:00:40.2]} 27... Rd8 {[%clk 0:00:15.5]} 28. Qa1 {[%clk 0:00:36.2]} 28... Ne8 {[%clk 0:00:14.5]} 29. Rc5 {[%clk 0:00:34.3]} 29... Qb7 {[%clk 0:00:14.8]} 30. Ra5 {[%clk 0:00:31.8]} 30... d5 {[%clk 0:00:13.1]} 31. Ra7 {[%clk 0:00:30.9]} 31... Qc6 {[%clk 0:00:13.8]} 32. Ra6 {[%clk 0:00:21.6]} 32... Qd7 {[%clk 0:00:14]} 33. Ra7 {[%clk 0:00:19.4]} 33... Qd6 {[%clk 0:00:14.4]} 34. Ra6 {[%clk 0:00:19.3]} 34... Qe7 {[%clk 0:00:14.9]} 35. Ra7 {[%clk 0:00:17.2]} 35... Rd7 {[%clk 0:00:15.3]} 36. Qa4 {[%clk 0:00:15.2]} 36... Rxa7 {[%clk 0:00:15]} 37. Bxa7 {[%clk 0:00:16.1]} 37... Bf8 {[%clk 0:00:12.1]} 38. d4 {[%clk 0:00:15.6]} 38... Qf7 {[%clk 0:00:11.3]} 39. Bc5 {[%clk 0:00:15.6]} 39... Ng7 {[%clk 0:00:07.9]} 40. Qc6 {[%clk 0:00:14.5]} 40... Qe8 {[%clk 0:00:07.6]} 41. Qc7 {[%clk 0:00:13.4]} 41... Qf7 {[%clk 0:00:07.1]} 42. Qc8 {[%clk 0:00:13]} 42... Qe8 {[%clk 0:00:07.8]} 43. Qc7 {[%clk 0:00:13.4]} 43... Qf7 {[%clk 0:00:04]} 44. Qc8 {[%clk 0:00:13.6]} 44... Ne8 {[%clk 0:00:04.7]} 45. Ng2 {[%clk 0:00:11.3]} 45... Bh6 {[%clk 0:00:05]} 46. Ne1 {[%clk 0:00:07.3]} 46... Kh7 {[%clk 0:00:04.8]} 47. Nd3 {[%clk 0:00:07.6]} 47... Ng7 {[%clk 0:00:05.5]} 48. Bd6 {[%clk 0:00:06.9]} 48... Nf5 {[%clk 0:00:06.1]} 49. Qc5 {[%clk 0:00:06]} 49... Bg7 {[%clk 0:00:05.5]} 50. Bf4 {[%clk 0:00:05.8]} 50... Qd7 {[%clk 0:00:05.2]} 51. Kg2 {[%clk 0:00:06.1]} 51... Qf7 {[%clk 0:00:05.3]} 52. Nb4 {[%clk 0:00:05.4]} 52... Bf8 {[%clk 0:00:05.6]} 53. Qc3 {[%clk 0:00:04.9]} 53... Qd7 {[%clk 0:00:05.4]} 54. Nd3 {[%clk 0:00:05.1]} 54... Be7 {[%clk 0:00:05.7]} 55. Bd2 {[%clk 0:00:05.2]} 55... Qa7 {[%clk 0:00:05.8]} 56. e3 {[%clk 0:00:04.4]} 56... Nd6 {[%clk 0:00:06.2]} 57. Nf4 {[%clk 0:00:04.6]} 57... Qd7 {[%clk 0:00:06]} 58. Qc2 {[%clk 0:00:04.4]} 58... Ne4 {[%clk 0:00:06.5]} 59. f3 {[%clk 0:00:04.5]} 59... Nxd2 {[%clk 0:00:05.5]} 60. Qxg6+ {[%clk 0:00:05.4]} 60... Kh8 {[%clk 0:00:06]} 61. Qf7 {[%clk 0:00:05.4]} 1-0
"
Hikaru,1lec,blitz,2831,1720,win,180+1,2025-05-02 15:35:38,"[Event ""Live Chess - Chess960""]
[Site ""Chess.com""]
[Date ""2025.05.02""]
[Round ""-""]
[White ""Hikaru""]
[Black ""1lec""]
[Result ""1-0""]
[Variant ""Chess960""]
[SetUp ""1""]
[FEN ""bnrqkbrn/pppppppp/8/8/8/8/PPPPPPPP/BNRQKBRN w GCgc - 0 1""]
[Tournament ""https://www.chess.com/tournament/live/freestyle-friday-may-02-2025-5622085""]
[CurrentPosition ""b1rk3n/p3qprp/1pn1p1p1/2p2N2/2P5/1P2P3/P2Q1PPP/2R1KBRN b KQ - 3 13""]
[Timezone ""UTC""]
[ECO ""A35""]
[ECOUrl ""https://www.chess.com/openings/English-Opening-Symmetrical-Two-Knights-Variation""]
[UTCDate ""2025.05.02""]
[UTCTime ""15:32:26""]
[WhiteElo ""2831""]
[BlackElo ""1720""]
[TimeControl ""180+1""]
[Termination ""Hikaru won by resignation""]
[StartTime ""15:32:26""]
[EndDate ""2025.05.02""]
[EndTime ""15:35:38""]
[Link ""https://www.chess.com/game/live/140513468241""]

1. c4 {[%clk 0:03:00.9]} 1... c5 {[%clk 0:02:56.4]} 2. Nc3 {[%clk 0:02:55]} 2... Nc6 {[%clk 0:02:51.1]} 3. b3 {[%clk 0:02:54]} 3... g6 {[%clk 0:02:51.1]} 4. Nd5 {[%clk 0:02:47.3]} 4... Bg7 {[%clk 0:02:26.5]} 5. Bxg7 {[%clk 0:02:47.2]} 5... Rxg7 {[%clk 0:02:27]} 6. e3 {[%clk 0:02:46.1]} 6... e6 {[%clk 0:02:24.3]} 7. Nc3 {[%clk 0:02:46.5]} 7... b6 {[%clk 0:02:21.8]} 8. d4 {[%clk 0:02:44.7]} 8... d6 {[%clk 0:02:18.3]} 9. Qd2 {[%clk 0:02:40.4]} 9... Qf6 {[%clk 0:02:06.1]} 10. Ne4 {[%clk 0:02:38.3]} 10... Qe7 {[%clk 0:01:35.4]} 11. dxc5 {[%clk 0:02:37.4]} 11... dxc5 {[%clk 0:00:56.5]} 12. Nd6+ {[%clk 0:02:34.8]} 12... Kd8 {[%clk 0:00:56.9]} 13. Nf5+ {[%clk 0:02:32.2]} 1-0
"
VladyC,Hikaru,blitz,1789,2831,win,180+1,2025-05-02 15:55:33,"[Event ""Live Chess - Chess960""]
[Site ""Chess.com""]
[Date ""2025.05.02""]
[Round ""-""]
[White ""VladyC""]
[Black ""Hikaru""]
[Result ""0-1""]
[Variant ""Chess960""]
[SetUp ""1""]
[FEN ""nrkbqrbn/pppppppp/8/8/8/8/PPPPPPPP/NRKBQRBN w FBfb - 0 1""]
[Tournament ""https://www.chess.com/tournament/live/freestyle-friday-may-02-2025-5622085""]
[CurrentPosition ""8/1pp5/8/1k1K4/3P4/Pn6/8/8 w - - 1 38""]
[Timezone ""UTC""]
[ECO ""B00""]
[ECOUrl ""https://www.chess.com/openings/Kings-Pawn-Opening-Duras-Gambit""]
[UTCDate ""2025.05.02""]
[UTCTime ""15:49:30""]
[WhiteElo ""1789""]
[BlackElo ""2831""]
[TimeControl ""180+1""]
[Termination ""Hikaru won by resignation""]
[StartTime ""15:49:30""]
[EndDate ""2025.05.02""]
[EndTime ""15:55:33""]
[Link ""https://www.chess.com/game/live/140514661789""]

1. e4 {[%clk 0:02:57.6]} 1... f5 {[%clk 0:02:39.7]} 2. Nb3 {[%clk 0:02:54.8]} 2... fxe4 {[%clk 0:02:37.2]} 3. Qxe4 {[%clk 0:02:54.6]} 3... Qg6 {[%clk 0:02:28.6]} 4. Qxg6 {[%clk 0:02:45.6]} 4... Nxg6 {[%clk 0:02:28.7]} 5. f4 {[%clk 0:02:27.7]} 5... Nxf4 {[%clk 0:02:06.9]} 6. Rxf4 {[%clk 0:01:58.4]} 6... Rxf4 {[%clk 0:02:06.4]} 7. Bxa7 {[%clk 0:01:58.3]} 7... Bd5 {[%clk 0:02:02.4]} 8. Bxb8 {[%clk 0:01:57.2]} 8... Kxb8 {[%clk 0:02:02.8]} 9. Bf3 {[%clk 0:01:52.8]} 9... Bxf3 {[%clk 0:02:02.5]} 10. gxf3 {[%clk 0:01:53.2]} 10... Rxf3 {[%clk 0:02:03.3]} 11. O-O-O {[%clk 0:01:53.8]} 11... e6 {[%clk 0:02:03]} 12. Nd4 {[%clk 0:01:50.4]} 12... Rf4 {[%clk 0:01:53.2]} 13. Ne2 {[%clk 0:01:46.2]} 13... Rh4 {[%clk 0:01:52.9]} 14. Nhg3 {[%clk 0:01:42]} 14... Rxh2 {[%clk 0:01:52.4]} 15. Rf1 {[%clk 0:01:25]} 15... Bh4 {[%clk 0:01:50.1]} 16. Kd1 {[%clk 0:01:20.3]} 16... Bxg3 {[%clk 0:01:50.1]} 17. Nxg3 {[%clk 0:01:19]} 17... Nb6 {[%clk 0:01:48.1]} 18. Rf8+ {[%clk 0:01:18]} 18... Ka7 {[%clk 0:01:48.4]} 19. Rf7 {[%clk 0:01:18.3]} 19... g5 {[%clk 0:01:47.5]} 20. Ne4 {[%clk 0:01:14.5]} 20... g4 {[%clk 0:01:46.6]} 21. b3 {[%clk 0:01:05.9]} 21... h5 {[%clk 0:01:45.1]} 22. Rg7 {[%clk 0:01:06]} 22... Nd5 {[%clk 0:01:35.1]} 23. Rxd7 {[%clk 0:01:01]} 23... h4 {[%clk 0:01:35.3]} 24. Rg7 {[%clk 0:00:33.9]} 24... g3 {[%clk 0:01:35.3]} 25. Ke1 {[%clk 0:00:34.2]} 25... Nf4 {[%clk 0:01:33.3]} 26. Nxg3 {[%clk 0:00:29]} 26... hxg3 {[%clk 0:01:34.2]} 27. Rxg3 {[%clk 0:00:29.6]} 27... Re2+ {[%clk 0:01:29.5]} 28. Kd1 {[%clk 0:00:25.9]} 28... Rg2 {[%clk 0:01:26.6]} 29. Rxg2 {[%clk 0:00:18.3]} 29... Nxg2 {[%clk 0:01:27.5]} 30. Ke2 {[%clk 0:00:18.7]} 30... Kb6 {[%clk 0:01:28]} 31. Kf3 {[%clk 0:00:18.8]} 31... Ne1+ {[%clk 0:01:28]} 32. Ke4 {[%clk 0:00:19.5]} 32... Nxc2 {[%clk 0:01:28.6]} 33. Ke5 {[%clk 0:00:20.2]} 33... Nb4 {[%clk 0:01:27.1]} 34. a3 {[%clk 0:00:18.2]} 34... Nc6+ {[%clk 0:01:26.8]} 35. Kxe6 {[%clk 0:00:17.7]} 35... Nd4+ {[%clk 0:01:27.3]} 36. Kd5 {[%clk 0:00:15.3]} 36... Nxb3 {[%clk 0:01:28.2]} 37. d4 {[%clk 0:00:14]} 37... Kb5 {[%clk 0:01:28.5]} 0-1
"
